"Submitted","Product_name","Company","Company_other","Formulation","Formulation_other","AI_English","AI_English2","percentage","percentage2","Biocontrol","registration_number","FRAC","FRAC2","warning","Targetdiseases","disease_Suppress","targetdiseases_alt","lower_dose","targetdiseases_other","Disease_Suppress_other","higher_dose","Unitofapplication","unit_of_application_alt","recommended_dose","REI","REI2","PHI","PHI2","application_number","total_application","application_number2","total_application2","application_method","application_method_alt","Comments","price_estimate","Comments_Mizuho","Referencewebpage","labeldate","File","Page Title","FLabel","FSDS","Submitted Login","Submitted From",
"2017-11-27 18:24:56 +00:00","Double Nickel LC	","Certis USA","","Other","Aqueous Solution ","Bacillus amyloliquefaciens strain D747","","98.85","","No","70051-107","NC","","Caution","Botrytis, Eutypa (aka dead arm), Phomopsis (aka dead arm), Powdery mildew, Sour rot","Downy mildew","","0.5","","","4.5","pt","","2.5","4","","0","","0","0","","","Spray application (Air), Chemigation/irrigation, Aerial","","","1","","https://home.agrian.com/","2014-03-25","","Grape Fungicide Entry Form (US)","Double_Nickel_55_Label1m.pdf","Double_Nickel_55_MSDS1f.pdf","","204.111.240.50",
"2017-11-27 18:18:54 +00:00","Double Nickel 55	","Certis USA","","Water-Dispersible Granules or Dry Flowables (WDG or DF)","N/A","Bacillus amyloliquefaciens strain ","","25","","Yes","70051-108","NC","","Caution","Botrytis, Eutypa (aka dead arm), Phomopsis (aka dead arm), Powdery mildew, Sour rot","Downy mildew","","0.125","","","1","lb","","1.5","4","","0","","0","0","","","Spray application (Air), Chemigation/irrigation, Aerial","","Do not use highly alkaline or highly acidic water to mix sprays. Use a buffering agent if necessary to maintain neutrality (pH 6 to 8) of water in the tank.","1","","https://home.agrian.com/","2014-03-24","","Grape Fungicide Entry Form (US)","Double_Nickel_55_Label1m.pdf","Double_Nickel_55_MSDS1f.pdf","","204.111.240.50",
"2017-11-27 17:51:47 +00:00","Dithane M45	","Dow AgroSciences","","No descriptions","N/A","Mancozeb","","80","","No","62719-387","M3","","Caution","Black rot, Downy mildew, Phomopsis (aka dead arm), Other","","","1.5","bunch rot","","4","lb","","2.75","24","","0","","0","24","","","Spray application (Air)","","","1","","https://home.agrian.com/","2007-01-08","","Grape Fungicide Entry Form (US)","Dithane-M45_label.pdf","Dithane-M-45-MSDS.pdf","","204.111.240.50",
"2017-11-27 17:43:24 +00:00","Dithane F-45 Rainshield	","Dow AgroSciences","","Flowables (F or L)","N/A","Mancozeb","","37","","No","62719-396","M3","","Caution","Black rot, Downy mildew, Phomopsis (aka dead arm), Other","","","1.2","bunch rot","","3.2","qt","","2.2","24","","66","","6","19.2","","","Spray application (Air), Chemigation/irrigation, Aerial","","","1","","https://home.agrian.com/","2016-04-05","","Grape Fungicide Entry Form (US)","Dithane-F-45_Label.pdf","Dithane-F-45-Rainshield-MSDS.pdf","","204.111.240.50",
"2017-11-27 17:30:55 +00:00","Dithane DF Rainshield	","Dow AgroSciences","","Water-Dispersible Granules or Dry Flowables (WDG or DF)","N/A","Mancozeb","","75","","No","62719-402 ","M3","","Caution","Black rot, Downy mildew, Phomopsis (aka dead arm), Other","","","1.5","bunch rot","","4","lb","","2.75","24","","0","","0","24","","","Spray application (Air), Chemigation/irrigation, Aerial","","","1","","https://home.agrian.com/","2009-08-17","","Grape Fungicide Entry Form (US)","Dithane-DF-Rainshield-Label.pdf","Dithane-DF-Rainshield-MSDS.pdf","","204.111.240.50",
"2017-11-27 17:22:02 +00:00","Defend DF	","Quimetal Industrial","","Water-Dispersible Granules or Dry Flowables (WDG or DF)","N/A","Sulfur","","80","","No","62562-8","M2","","Caution","Phomopsis (aka dead arm), Powdery mildew","","","2","","","10","lb","","6","24","","0","","0","0","","","Spray application (Air), Aerial","","","1","","https://home.agrian.com/","2013-08-26","","Grape Fungicide Entry Form (US)","Defend_DF_Label.pdf","MSDS-Sulphur-80-WG.pdf","","204.111.240.50",
"2017-11-21 19:01:56 +00:00","Custodia	","Makhteshim Agan","","No descriptions","N/A","Tebuconazole","Azoxystrobin","18.35","11","No","66222-250","11","3","Warning","Black rot, Powdery mildew","Botrytis, Downy mildew, Phomopsis (aka dead arm), Other","","8.6","leaf spot","","8.6","fl oz","","8.6","12","","14","","0","68.8","","","Spray application (Air), Aerial","","","1","","https://home.agrian.com/","2015-02-12","","Grape Fungicide Entry Form (US)","Custodia_Label1f.pdf","Custodia_MSDS1f.pdf","","204.111.240.50",
"2017-11-21 18:54:36 +00:00","Cuproxat Flowable	","NuFarm Americas","","Flowables (F or L)","N/A","Basic Copper Sulfate","","27.1","","No","35935-3","M1","","Caution","Black rot, Downy mildew, Phomopsis (aka dead arm), Powdery mildew","","","2.5","","","6","pt","","4.25","48","","0","","0","98.6","","","Spray application (Air), Chemigation/irrigation, Aerial","","","1","","","2013-01-23","","Grape Fungicide Entry Form (US)","Cuproxat_Flowable_Label.pdf","Cuproxat-Flowable-SDS-RV061115.pdf","","204.111.240.50",
"2017-11-21 18:45:06 +00:00","Cuprofix Ultra 40 Disperss	","United Turf Alliance","","No descriptions","N/A","Basic Copper Sulfate","","71.1","","No","70506-201","M1","","Caution","Black rot, Downy mildew, Phomopsis (aka dead arm), Powdery mildew","","","1.25","","","3","lb","","2.1","48","","0","","0","50","","","Spray application (Air), Aerial","","Begin applications at late dormant up to bud break with subsequent applications throughout the season depending upon disease severity","1","","https://home.agrian.com/","2013-07-24","","Grape Fungicide Entry Form (US)","CuprofixUltra40Disperss_Label.pdf","Cuprofix_Ultra_40_Disperss_MSDS5.pdf","","204.111.240.50",
"2017-11-21 18:34:42 +00:00","Confine Extra	","Winfield Solutions","","Concentrate solutions (C or LC)","N/A","Mono- and di-potassium salts of Phosphorous Acid","","53","","No","1381-244","33","","Caution","Downy mildew, Fusarium, Powdery mildew, Other","","","1","Phytophthora, Pythium, Rhizoctonia","","3","qt","","2","4","","0","","0","0","","","Spray application (Air), Chemigation/irrigation, Aerial, other","Root Dip, Trunk Injection","","1","","https://home.agrian.com/","2014-01-06","","Grape Fungicide Entry Form (US)","Confine-Extra_Label.pdf","Confine_Extra_MSDS1r.pdf","","204.111.240.50",
"2017-11-21 18:23:00 +00:00","CS 2005	","Magna-Bon II","","Concentrate solutions (C or LC)","N/A","Copper sulfate pentahydrate","","19.8","","No","66675-3","M1","","Danger","Downy mildew, Phomopsis (aka dead arm), Powdery mildew, Other","","","19.2","Brown Rot","","32","oz","","25.6","48","","15","","0","20lb","","","Spray application (Air), Soil application (drench), Chemigation/irrigation, Aerial","","","1","","https://home.agrian.com/","2017-07-11","","Grape Fungicide Entry Form (US)","CS_2005_Label1o.pdf","CS_2005_MSDS1o.pdf","","204.111.240.50",
"2017-11-21 18:10:45 +00:00","Cuprofix Ultra 40 Disperss	","United Phosphorus Inc (UPI)","","No descriptions","N/A","Basic Copper Sulfate","","71.1","","No","70506-201","M1","","Caution","Black rot, Downy mildew, Phomopsis (aka dead arm), Powdery mildew","","","1.25","","","3","lb","","2.1","48","","0","","0","50","","","Spray application (Air), Soil application (drench), Aerial","","","1","","https://home.agrian.com/","2013-07-24","","","CuprofixUltra40Disperss_Label.pdf","Cuprofix_Ultra_40_Disperss_MSDS5.pdf","","204.111.240.50",
"2017-11-21 18:10:25 +00:00","Cuprofix Ultra 40 Disperss	","United Phosphorus Inc (UPI)","","No descriptions","N/A","Basic Copper Sulfate","","71.1","","No","70506-201","M1","","Caution","Black rot, Downy mildew, Phomopsis (aka dead arm), Powdery mildew","","","1.25","","","3","lb","","2.1","48","","0","","0","50","","","Spray application (Air), Soil application (drench), Aerial","","","1","","https://home.agrian.com/","2013-07-24","","","CuprofixUltra40Disperss_Label.pdf","Cuprofix_Ultra_40_Disperss_MSDS5.pdf","","204.111.240.50",
"2017-11-21 18:10:10 +00:00","Cuprofix Ultra 40 Disperss	","United Phosphorus Inc (UPI)","","No descriptions","N/A","Basic Copper Sulfate","","71.1","","No","70506-201","M1","","Caution","Black rot, Downy mildew, Phomopsis (aka dead arm), Powdery mildew","","","1.25","","","3","lb","","2.1","48","","0","","0","50","","","Spray application (Air), Soil application (drench), Aerial","","","1","","https://home.agrian.com/","2013-07-24","","","CuprofixUltra40Disperss_Label.pdf","Cuprofix_Ultra_40_Disperss_MSDS5.pdf","","204.111.240.50",
"2017-11-21 17:24:38 +00:00","Cueva Fungicide Concentrate	","Certis USA","","Flowables (F or L)","N/A","Copper Octanoate","","10","","No","67702-2-70051","M1","","Caution","Black rot, Downy mildew, Phomopsis (aka dead arm), Powdery mildew, Other","","","0.5","gray mold, leaf spot","","2","gal","","1.25","4","","0","","0","127","","","Spray application (Air)","","Certain Vinifera and French Hybrid varieties may be sensitive to copper sprays resulting in marginal
leaf burn. ","1","","https://home.agrian.com/","2015-11-20","","Grape Fungicide Entry Form (US)","Cueva_Fungicide1b_Concentrate_Label.pdf","Cueva_Fungicide1_Concentrate_MSDS.pdf","","204.111.240.50",
"2017-11-21 15:51:45 +00:00","ChampION++	","NuFarm Americas","","Granules (G)","N/A"," Copper Hydroxide","","46.1","","No","55146-115","M1","","Caution","Black rot, Downy mildew, Phomopsis (aka dead arm), Powdery mildew","","","0.75","","","1.75","lb","","1.25","48","","0","","0","66.7","","","Spray application (Air), Chemigation/irrigation, Aerial","","","1","","https://home.agrian.com/","2014-01-08","","Grape Fungicide Entry Form (US)","ChampION_Label.pdf","ChampION_MSDS1f.pdf","","204.111.240.50",
"2017-11-20 19:00:58 +00:00","Champ WG	","NuFarm Americas","","Other","Wettable Granules","Copper Hydroxide","","77","","No","55146-1","M1","","Danger","Black rot, Downy mildew, Phomopsis (aka dead arm), Powdery mildew","","","2","","","6","lb","","4","48","","0","","0","40","","","Spray application (Air), Chemigation/irrigation, Aerial","","","1","","https://home.agrian.com/","2015-10-16","","Grape Fungicide Entry Form (US)","Champ_WG1_Label.pdf","Champ-WG-SDS-.pdf","","204.111.240.50",
"2017-11-20 18:52:55 +00:00","Champ Formula 2 Flowable	","NuFarm Americas","","Flowables (F or L)","N/A","Copper Hydroxide","","37.5","","No","55146-64","M1","","Caution, Warning","Black rot, Downy mildew, Phomopsis (aka dead arm), Powdery mildew","","","1.33","","","2.66","pt","","2","48","","0","","0","55","","","Spray application (Air), Chemigation/irrigation, Aerial","","","1","","https://home.agrian.com/","2016-04-20","","Grape Fungicide Entry Form (US)","Champ1_Formula-2-Flowable_Label.pdf","Champ-Formula-2-Flowable-SDS-.pdf","","204.111.240.50",
"2017-11-20 18:45:18 +00:00","Champ Dry Prill	","NuFarm Americas","","No descriptions","N/A","Copper Hydroxide","","57.6","","No","55146-57","M1","","Warning","Black rot, Downy mildew, Phomopsis (aka dead arm), Powdery mildew","","","1.33","","","2.67","lb","","2","48","","0","","0","53.3/year","","","Spray application (Air), Chemigation/irrigation, Aerial","","","1","","https://home.agrian.com/","2012-03-05","","Grape Fungicide Entry Form (US)","Champ_Dry_Prill_Label.pdf","Champ-Dry-Prill-SDS.pdf","","204.111.240.50",
"2017-11-20 18:29:48 +00:00","Captec 4L(R)	","Alysta LifeScience North America","","No descriptions","N/A","Captan","","38.75","","No","66330-239","M4","","Danger","Black rot, Downy mildew","Phomopsis (aka dead arm), Other","","0.75","leaf spot","","1","qt","","0.9","48","","0","","0","12","","","Spray application (Air), Aerial","","","1","","https://home.agrian.com/","2012-10-22","","Grape Fungicide Entry Form (US)","Captec4L-label.pdf","Captec4L-label.pdf","","204.111.240.50",
"2017-11-14 16:41:49 +00:00","Captan GOLD 80WDG	","Makhteshim Agan","","Water-Dispersible Granules or Dry Flowables (WDG or DF)","N/A","Captan","","78.2","","No","66222-58","M4","","Danger","Downy mildew, Phomopsis (aka dead arm), Other","Black rot","","1.25","leaf spot","","2.5","lb","","2","72","","0","","0","15","","","Spray application (Air), Aerial","","","1","","","2017-05-15","","Grape Fungicide Entry Form (US)","Captan_GOLD_80WDG_Label.pdf","Captan_GOLD_80WDG_MSDS.pdf","","204.111.240.50",
"2017-11-14 16:33:47 +00:00","Captan Gold 4L	","Makhteshim Agan","","Concentrate solutions (C or LC)","N/A","Captan","","38.75","","No","66222-257","M4","","Caution","Downy mildew, Phomopsis (aka dead arm), Other","Black rot","","1","leaf spot","","2","qt","","1.5","48","","0","","0","12","","","Spray application (Air), Aerial","","Ground application: 20 to 200 gal of water
Air application: 7 to 20 gal of water","1","","https://home.agrian.com/","2014-09-26","","Grape Fungicide Entry Form (US)","Captan-Gold4L-label.pdf","Captan_Gold_4L_MSDS.pdf","","204.111.240.50",
"2017-11-14 16:21:17 +00:00","Captan 80 WDG	","Albaugh","","Water-Dispersible Granules or Dry Flowables (WDG or DF)","N/A","Captan","","80","","No","42750-231","M4","","Danger","Downy mildew, Phomopsis (aka dead arm), Other","Black rot","","1.25","leaf spot","","2.5","lb","","2","48","","0","","0","15","","","Spray application (Air), Aerial","","Apply in 20 to 200 gallons of water using ground equipment or in 7 to 20 gallons of water by air.
","1","","https://home.agrian.com/","1012-10-22","","Grape Fungicide Entry Form (US)","Captan-80-WDG-label.pdf","Captan80WGD-MSDS.pdf","","204.111.240.50",
"2017-11-14 16:00:50 +00:00","Captan 50 WP	","RedEagle International","","No descriptions","N/A","Captan","","48.9","","No","85678-12","M4","","Danger","Downy mildew, Phomopsis (aka dead arm), Other","Botrytis","","2","leaf spot","","4","lb","","3","48","","0","","6","24/acre and year","","","Spray application (Air)","","","1","","https://home.agrian.com/","2012-03-07","","Grape Fungicide Entry Form (US)","CAPTAN-50-WP_Label.pdf","CAPTAN-50-WP_Label.pdf","","204.111.240.50",
"2017-11-13 18:56:48 +00:00","Captan 50 Wettable Powder	","Micro Flo Company","","No descriptions","N/A","Captan","","48.9","","No","51036-166","M4","","Danger","Downy mildew, Phomopsis (aka dead arm), Other","Black rot","","2","leaf spot","","4","lb","","3","96","","0","","0","24","","","Spray application (Air), Aerial","","","1","","https://home.agrian.com/","1999-07-14","","Grape Fungicide Entry Form (US)","Captan_50_Wettable_Powder_Ad033000_Label.pdf","Captan_50_Wettable_Powder_July_14_1999_MSDS.pdf","","204.111.240.50",
"2017-11-13 18:40:16 +00:00","Captan 38.75% FL	","Loveland Products","","Flowables (F or L)","N/A","Captan","","38.75","","No","34704-1076","M4","","Danger","Black rot, Downy mildew, Phomopsis (aka dead arm), Other","Other","","1.5","Leaf spot","","2","qt","","1.75","48","","0","","0","12.0","","","Spray application (Air), Aerial","","Apply when shoots are 0.5 to 1.5 inches long, 3 to 5 inches long, and 9 to 12 inches long.","1","","https://home.agrian.com/","2013-04-15","","Grape Fungicide Entry Form (US)","CAPTAN_38.75_FL_Label.pdf","Captan_38.75_FL_MSDS3.pdf","","204.111.240.50",
"2017-11-13 18:07:00 +00:00","C-O-C-S WDG	","Loveland Products","","Water-Dispersible Granules or Dry Flowables (WDG or DF)","N/A","Copper Oxychloride","Basic Copper Sulfate","73.49","13.39","No","34704-326","M1","","Warning","Black rot, Downy mildew, Powdery mildew","","","2","","","5.8","lb","","4","24","","0","","0","5.8/application 38.8/year","","","Spray application (Air), Chemigation/irrigation, Aerial","","Foliage injury may occur on copper sensitive varieties.
Apply when buds break and repeat when shoots are 10 inches long, when blossoms fall and berries reach the size of a BB shot.","1","","https://home.agrian.com/","2012-02-02","","Grape Fungicide Entry Form (US)","C-O-C-S_WDG_Label5.pdf","C-O-C-S_WDG_MSDS4.pdf","","204.111.240.50",
"2017-11-13 17:19:36 +00:00","Brandt Organics Aleo	","Brandt Consolidated","","No descriptions","N/A","Garlic Oil","","78","","No","N/A","N/A","","Warning","Other","Botrytis, Fusarium, Other","","3","Plasmopara viticola","","6","fl oz","","4.5","0","","0","","0","0","","","Spray application (Air), Aerial","","Apply a minimum of 20 gallons per acre of diluted product ","1","","https://home.agrian.com/","2017-04-01","","Grape Fungicide Entry Form (US)","Brandt_Organics_Aleo1_Label.pdf","Brandt_Organics_Aleo_MSDS.pdf","","204.111.240.50",
"2017-11-13 16:51:37 +00:00","BioCover MLT	","Loveland Products","","No descriptions","N/A","Mineral Oil","","98","","No","34704-805","NC","","Caution","Powdery mildew","","","1","","","3","gal","","2","4","","0","60 (for table grapes)","0","0","","","Spray application (Air)","","Do not apply over 300 gal of water/A 
For Powdery mildew - Make first application pre-bloom and continue every 10 days to 3 weeks
On grapes, DO NOT tank mix oil and copper more than once/season. DO NOT use copper and oil together with fruit present.
","1","","https://home.agrian.com/","2010-08-17","","Grape Fungicide Entry Form (US)","BioCover_MLT_Label3.pdf","BioCover_MLT_MSDS3.pdf","","204.111.240.50",
"2017-11-13 16:41:18 +00:00","Bio-Tam 2.0	","Isagro USA","","No descriptions","N/A","Trichoderma asperellum ","Trichoderma gamsii ","2","2","Yes","80289-9","BM02","BM02","Caution","Other","","","1","petri disease","","1","lb","","1","4","","0","","0","0","","","other","Broadcast","Apply BIO-TAM 2.0 within 24 hours of pruning. Regardless of spray volume, it is recommended that a spray dye be used during the application followed by visual inspection to verify thorough coverage of the pruning cuts and susceptible tissue. 

Bio-Tam 2.0 is not compatible with the following fungicides: imazalil, dichloran, mancozeb, propiconazole, tebuconazole, thiram, and triflumizole","1","","https://home.agrian.com/","2015-09-08","","Grape Fungicide Entry Form (US)","Bio-Tam_2.0_Label1f.pdf","Bio-Tam_2.0_MSDS.pdf","","204.111.240.50",
"2017-11-09 18:25:01 +00:00","Badge X2	","Isagro USA","","Water-Dispersible Granules or Dry Flowables (WDG or DF)","N/A","Copper Oxychloride","Copper Hydroxide","23.82","21.49","No","80289-12","M1","","Warning","Black rot, Downy mildew, Phomopsis (aka dead arm), Powdery mildew","","","0.75","","","3.5","lb","","2","48","","0","","0","71.4","","","Spray application (Air), Aerial","","BADGE X2 must not be applied in a spray solution having a pH of less than 6.5 as phytotoxicity may occur.","1","","https://home.agrian.com/","2014-03-20","","Grape Fungicide Entry Form (US)","Badge1a_X2_Label.pdf","Badge_X2_MSDS1s.pdf","","204.111.240.50",
"2017-11-09 18:10:19 +00:00","Badge SC	","Isagro USA","","Concentrate solutions (C or LC)","N/A","Copper Oxychloride","Copper Hydroxide","16.81","15.36","No","80289-3","M1","","Caution","Black rot, Downy mildew, Phomopsis (aka dead arm), Powdery mildew","","","0.75","","","3.5","pt","","2","24","","0","","0","70.4","","","Spray application (Air)","","BADGE SC must not be applied in a spray solution having a pH of less than 6.5 as phytotoxicity may occur.","1","","https://home.agrian.com/","2014-03-19","","Grape Fungicide Entry Form (US)","Badge_SC_Label1ht.pdf","Badge_SC_MSDS1e.pdf","","204.111.240.50",
"2017-10-30 14:08:37 +00:00","Azoxyzone	","LG Life Science","","Concentrate solutions (C or LC)","N/A","Azoxystrobin","","22.9","","No","71532-35-91026","11","","Caution","Black rot, Downy mildew, Phomopsis (aka dead arm), Powdery mildew","Botrytis","","10","","","15.5","fl oz","","12.5","4","","14","","0","92.3","","","Spray application (Air), Chemigation/irrigation, Aerial","","AzoxyzoneTM or other Group 11 fungicides before alternating with a fungicide that is not in Group 11.","1","","https://home.agrian.com/","2016-03-08","","Grape Fungicide Entry Form (US)","Azoxyzone1_Label.pdf","Azoxyzone1_MSDS.pdf","","204.111.240.50",
"2017-10-30 14:00:03 +00:00","Ziram 76DF	","United Phosphorus Inc (UPI)","","Water-Dispersible Granules or Dry Flowables (WDG or DF)","N/A","Thiram","","76","","No","70506-173","M3","","Danger","Black rot, Downy mildew, Phomopsis (aka dead arm), Ripe rot","Botrytis","","3","","","4","lb","","3.5","48","","21","","0","28","","","Spray application (Air)","","","1","","https://home.agrian.com/","2015-08-19","","Grape Fungicide Entry Form (US)","Ziram_76DF_Label.pdf","Ziram_76DF_MSDS.pdf","","204.111.240.50",
"2017-10-18 17:59:24 +00:00","Ziram 76DF	","United Phosphorus Inc (UPI)","","Water-Dispersible Granules or Dry Flowables (WDG or DF)","N/A","Ziram ","","76","","No","70506-173","M3","","Danger","Black rot, Botrytis, Downy mildew, Phomopsis (aka dead arm), Ripe rot","","","3","","","4","lb","","3.5","48","","21","","0","28","","","Spray application (Air)","","","1","","","2015-08-19","","Grape Fungicide Entry Form (US)","Ziram_76DF_Label.pdf","Ziram_76DF_MSDS.pdf","","204.111.240.50",
"2017-10-18 17:50:25 +00:00","Zampro(R) Fungicide	","BASF","","Other","Suspension Concentrate","Ametoctradin","Dimethomorph","26.9","20.2","No","7969-302","40","","Caution","Downy mildew","","","11","","","14","fl oz","","12.5","12","","14","","2","56","","","Spray application (Air), Chemigation/irrigation, Aerial","","To limit the potential for development of resistance, DO NOT make more than four (4) applications of Zampro per year.","1","","https://home.agrian.com/","2015-12-10","","Grape Fungicide Entry Form (US)","ZamproR_Fungicide1e_Label.pdf","ZamproR_Fungicide_en_MSDS.pdf","","204.111.240.50",
"2017-10-17 17:56:59 +00:00","Wettable Sulphur	","Others","Helena Chemical ","No descriptions","N/A","Sulphur","","90","","No","5905-289","M2","","Caution","Powdery mildew","","","5","","","5","lb","","5","24","","0","","0","0","","","Spray application (Air), Aerial","","","1","","https://home.agrian.com/","2011-04-14","","Grape Fungicide Entry Form (US)","Wettable_Sulphur_Label.pdf","Wettable_Sulphur_MSDS.pdf","","204.111.240.50",
"2017-10-17 17:45:29 +00:00","Vivando(R) Fungicide	","BASF","","Other","Suspension Concentrate","metrafenone:","","25.20","","No","7969-284","U8","","Caution","Powdery mildew","","","15.4","","","15.4","fl oz","","15.4","12","","14","","3","46.2","","","Spray application (Air), Aerial","","DO NOT use less than 5 gallons of spray solution per acre. For aerial applications to apricot; cherry; grapes; and peach","1","","https://home.agrian.com/","2016-04-01","","Grape Fungicide Entry Form (US)","Vivando.pdf","Vivando-SDS.pdf","","204.111.240.50",
"2017-10-17 17:35:07 +00:00","MacDermid Agricultural Solutions, Inc.","Alysta LifeScience North America","","No descriptions","N/A","Triflumizole","","42.14","","No","400-518","3","","Caution","Powdery mildew","Botrytis","","4","","","8","fl oz","","6","24","","7","","0","32","","","Spray application (Air)",""," Sulfur at specifi ed use rates can be applied before, with, and/or between VITICURE applications.","1","","https://home.agrian.com/","2014-03-10","","Grape Fungicide Entry Form (US)","Viticure-004_031014.indd_.pdf","Viticure-SDS.pdf","","204.111.240.50",
"2017-09-12 17:59:09 +00:00","Vangard WG	","Syngenta Crop Protection","","Water-Dispersible Granules or Dry Flowables (WDG or DF)","NA","Cyprodinil","","75","","No","100-828","9","","Caution","Botrytis","Powdery mildew","","5","","","10","oz","","7.5","12","","7","","2 by air","30","","","Spray application (Air)",""," Botrytis bunch rot is most effectively controlled by ground application, using suffi cient water volume to provide thorough coverage. 
When used at 10 oz/A, Vangard WG will provide signifi cant suppression (approximately 60% control) of powdery mildew.","1","","https://home.agrian.com/","2015-08-20","","Grape Fungicide Entry Form (US)","vangard-wg.pdf","vangard-wg-SDS.pdf","","204.111.240.50",
"2017-09-12 17:50:15 +00:00","Vacciplant	","Others","Laboratories Goemar S.A.","Other","Water soluble liquid","Laminarin","","3.51","","No","83941-2","P4","","Caution","Powdery mildew","","","14","","","14","fl oz","","14","4","","0","","10","0","","","Spray application (Air)","","","1","","https://home.agrian.com/","2012-03-01","","Grape Fungicide Entry Form (US)","Vabro_Label.pdf","Vabro1_MSDS.pdf","","204.111.240.50",
"2017-09-12 17:36:53 +00:00","Ultra-Pure(R) Oil Horticultural Insecticide, Miticide and Fungicide	","BASF","","No descriptions","NA","Mineral Oil","","98","","No","69526-5-499","NC","","Caution","Powdery mildew","","","2","","","2","gal","","2","4","","60","","0","0","","","Spray application (Air)","","DO NOT use copper and oil together with fruit present.","1","","https://home.agrian.com/","2015-05-01","","Grape Fungicide Entry Form (US)","Ultra-PureR_Oil_Horticultural_Insecticide_Miticide_and_Fungicide_Label.pdf","Ultra-PureR_Oil_Horticultural_Insecticide_Miticide__Fungicide_MSDS.pdf","","204.111.240.50",
"2017-09-12 15:39:24 +00:00","Ultra Flourish	","NuFarm Americas","","No descriptions","NA","Mefenoxam","","25.1","","No","55146-73","4","","Warning","Other","","","7.2","Root rot","Crown rot","7.2","qt","","7.2","48","","60","","0","21.6 per crop for soil application ","","","Soil application (drench), other","Banded","","1","","https://home.agrian.com/","2014-03-04","","Grape Fungicide Entry Form (US)","Ultra_Flourish_Label.pdf","Ultra_Flourish1_MSDS.pdf","","204.111.240.50",
"2017-09-12 15:04:57 +00:00","TriTek","Brandt Consolidated","","No descriptions","NA","Mineral Oil","","80","","No","48813-1","NC","","Caution","Botrytis, Powdery mildew","","","1","","","2","gal","","1.5","4","","0","","0","0","","","Spray application (Air), Aerial, other","Ground","DO NOT use in combination with or immediately before or after spraying with fungicides such as captan, folpet, oxythiquinox (Morestan) or any product containing sulfur. Also do not use with Carbaryl (Sevin) or dimethoate (Cygon). ","1","","https://home.agrian.com/","2011-02-01","","Grape Fungicide Entry Form (US)","TriTek_Label.pdf","TriTek1e_MSDS.pdf","","204.111.240.50",
"2017-09-12 14:57:48 +00:00","TRIONIC 4SC	","United Phosphorus Inc (UPI)","","No descriptions","NA","Triflumizole","","42.14","","No","70506-328","3","","Caution","Powdery mildew","Botrytis","","4","","","8","fl oz","","6","24","","7","","0","32","","","Spray application (Air)","","","1","","https://home.agrian.com/","2016-10-17","","Grape Fungicide Entry Form (US)","TRIONIC_4SC_Label.pdf","TRIONIC_4SC_MSDS.pdf","","204.111.240.50",
"2017-09-12 14:46:41 +00:00","TRIATHLON BA	","OHP","","No descriptions","NA","Bacillus amyloliquefaciens strain D747","","98.85","","Yes","70051-107-59807 ","44","","Caution","Botrytis, Downy mildew, Eutypa (aka dead arm), Phomopsis (aka dead arm), Powdery mildew, Sour rot","","","0.5","","","6","qt","","3.25","4","","0","","0","0","","","Spray application (Air), Chemigation/irrigation, Aerial","","","1","","https://home.agrian.com/","2016-05-10","","Grape Fungicide Entry Form (US)","TRIATHLON_BA_Label.pdf","TRIATHLON_BA_MSDS.pdf","","204.111.240.50",
"2017-09-11 17:38:38 +00:00","TREVO	","Innvictis Crop Care","","No descriptions","NA","Azoxystrobin","","22.9","","No"," 89167-39-89391","11","","Caution","Black rot, Downy mildew, Phomopsis (aka dead arm), Powdery mildew","Botrytis","","10","","","15.5","fl oz","","12.75","4","","14","","0","92.3","","","Spray application (Air), Chemigation/irrigation, Aerial","","Do not apply more than 1.5 Ib. a.i./A/season of azoxystrobin-containing products.","1","","https://home.agrian.com/","2014-06-16","","Grape Fungicide Entry Form (US)","TREVO_Label.pdf","TREVO_MSDS.pdf","","204.111.240.50",
"2017-09-11 17:27:04 +00:00","Torino","Gowan Company","","Flowables (F or L)","NA","Cyflufenamid","","10","","No"," 8033-103-10163","U6","","Caution","Powdery mildew","","","3.4","","","3.4","oz","","3.4","4","","3","","2","3.4","","","Spray application (Air), Aerial","","","1","","https://home.agrian.com/","2015-06-30","","Grape Fungicide Entry Form (US)","Torino_Label.pdf","Torino1_MSDS.pdf","","204.111.240.50",
"2017-09-11 17:15:27 +00:00","Topsin M WSB	","United Phosphorus Inc (UPI)","","Soluble Powders (SP or WSP)","NA","Thiophanate-methyl","","70","","No","8033-125-70506","1","","Caution","Bitter rot, Black rot, Phomopsis (aka dead arm), Powdery mildew","","","0.75","","","1.5","lb","","1","48","","7","","0","6","","","Spray application (Air), Soil application (drench), Aerial","","","1","","https://home.agrian.com/","2009-12-18","","Grape Fungicide Entry Form (US)","Topsin_M_WSB_Label.pdf","TOPGUARD_MSDS.pdf","","204.111.240.50",
"2017-09-11 17:15:23 +00:00","Topsin M WSB	","United Phosphorus Inc (UPI)","","Soluble Powders (SP or WSP)","NA","Thiophanate-methyl","","70","","No","8033-125-70506","1","","Caution","Botrytis","","","1","","","1.5","fl oz","","1.25","48","","7","","0","6","","","Spray application (Air), Soil application (drench), Aerial","","","1","","https://home.agrian.com/","2009-12-18","","Grape Fungicide Entry Form (US)","Topsin_M_WSB_Label.pdf","Topsin_M_WSB_MSDS.pdf","","204.111.240.50",
